input_text,target_text,task,split
en la biblia está el nombre de adán,BIBLIA MUCHO ADN NOMBRE,spa-mslg,train
YO TENER-CULPA,yo no tengo la culpa,mslg-spa,test
SOFÍA SU APROVECHARSE-DE PAPÁ+MAMÁ APOYO,sofía se aprovechó del apoyo de sus papás,mslg-spa,train
SUEGRO MI PRIMO SAMUEL ÉL CIEGO ÉL,el suegro de mi primo samuel es ciego,mslg-spa,train
deberás sacar una copia,SACAR-COPIA TÚ DEBER,spa-mslg,train
el fácil aprender esas letras del abecedario,FÁCIL APRENDER LETRA ABECEDARIO,spa-mslg,train
IMPUESTOS PAGAR TUYO OBLIGACIÓN,es tu obligación pagar impuestos,mslg-spa,train
MÉXICO BIBLIOTECA GRANDE,la biblioteca de méxico es muy grande,mslg-spa,val
AYER MI ENTREGAR-ENGANCHE YO AUTOMÓVIL,ayer mi entregué el enganche y a auto,mslg-spa,test
SEMANA PASADA CINTA CANELA YO YA COMPRAR CENTRO,la semana pasada compré cinta canela en el centro,mslg-spa,test
PRÓXIMO-DOMINGO MI CASAR HERMANO+MUJER,mi hermana se casa el próximo domingo,mslg-spa,val
MI AMIGO+MUJER SU REVISTA MODELO,mi amiga es modelo de una revista,mslg-spa,train
la semana pasadala mi papá cortó la hierba con la hoz,SEMANA PASADA PASTO MÍ PAPÁ HOZ CORTAR,spa-mslg,train
VACACIONES LUIS IR PANAMÁ,luis fue de vacaciones a panamá,mslg-spa,train
ese elefante orejón es muy chistoso,ESE ELEFANTE OREJÓN CHISTOSO,spa-mslg,train
¡rompí el jarrón perdón fue un accidente,"¡JARRÓN YO ROMPER, PERDÓN, ACCIDENTE!",spa-mslg,test
YO MUCHO EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,train
ese carro nuevo es sumamente lujoso,ESE CARRO NUEVO LUJOSO,spa-mslg,val
antier fui a un concierto de magneto en un palacio de lso deporte,ANTIER PALACIO-DE-LOS-DEPORTES MAGNETO CANTAR AUDITORIO YO IR,spa-mslg,test
ALMOHADA CMODA ALMOHAD PARA DORMIR,la almohada es muy cómoda para dormir,mslg-spa,train
la construcción de la escuela ya está avanzada,ESCUELA CONSTRUCCIÓN YA AVANZADA,spa-mslg,train
AYER NOCHE METRO CAOS,anoche el metro era un caos,mslg-spa,val
SIEMPRE NIÑO SUEÑO,el niño siempre tiene sueño,mslg-spa,train
ISLANDIA DÓNDE LUGAR EUROPA,islandia se encuentra en europa,mslg-spa,train
VAGINA ADENTRO CUERPO ORIGINAL MUJER,la vagina es un órgano femenino,mslg-spa,train
CITA DOCTOR ESCRIBIR ANOTAR-AGENDA,el doctor anota la cita en la agenda,mslg-spa,train
MÉXICO BIBLIOTECA GRANDE,la biblioteca de méxico es muy grande,mslg-spa,val
SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,el hijo de mi vecino siempre es muy desobediente,mslg-spa,train
SU DUEO FBRICA ACUSADO ENRIQUECIMIENTO-ILCITO,el dueño de esa fábrica resultó acusado de enriquecimiento ilícito,mslg-spa,train
PLAYA TORTUGA HABER,hay una tortuga en la playa,mslg-spa,train
¿ dónde está tu cómplice ?,¿DÓNDE TUYO CÓMPLICE DÓNDE?,spa-mslg,train
AYER YA PASEAR SENTIR BIEN,ayer fui a pasear y me senti muy bien,mslg-spa,train
mi mamá cocina en la olla express caldo de pollo sabroso,MI MAMÁ COCINA OLLA-EXPRÉS POLLO CALDO SABROSO,spa-mslg,val
mi novio nació en argentina,MI NOVIO NACER LUGAR ARGENTINA,spa-mslg,train
AYER MAMÁ PREPARAR ATOLE,ayer mi mamá preparó atole,mslg-spa,train
mi papá llena el formato para tramitar su licencia de manejo,MI PAPÁ LLENAR-FORMATO PARA MANEJO LICENCIA TRAMITAR,spa-mslg,train
MI HIJO YO ABANDONAR,yo abandoné a mi hijo,mslg-spa,train
QUIZÁ YO LLEGAR TARDE TRABAJO ELLOS PODER DESPEDIR,si llego tarde al trabajo me pueden despedir,mslg-spa,train
YO ASUSTAR ARAÑAS YO MIEDO,me asusto con las arañas me dan miedo,mslg-spa,train
AYER SUÉTER YO YA COMPRAR,ayer compré un suéter,mslg-spa,train
PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,las próximas vacaciones iré de viaje a ciudad obregón,mslg-spa,train
me pasé un semáforo ahora tengo que pagar una multa,SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,spa-mslg,train
AYER YO PASEAR SENTIR BIEN,ayer fui a pasear y me senti muy bien,mslg-spa,test
yo gané el campeonato,YO YA GANAR CAMPEONATO,spa-mslg,train
josé aprende la lengua de italia,JOSÉ APRENDER IDIOMA ITALIA,spa-mslg,train
YO MUCHO EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,val
dale el chupón al bebéa,CHUPÓN DEBE DAR BEBÉ,spa-mslg,train
el gobernador colocó mucha publicidad por las calles,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,spa-mslg,train
MAÑANA YO DINERO DEPOSITAR BANCO,mañana voy a depositar el dinero en el banco,mslg-spa,train
cuando me acabo de bañarle siempre me pongo desodorante,SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE,spa-mslg,train
mi vecino vá periódico a alcohólicos anónimos,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,spa-mslg,train
ESCUELA CONSTRUCCIÓN YA AVANZADA,la construcción de la escuela ya está avanzada,mslg-spa,train
BANDERA CAER MIENTRAS CEREMONIA,la bandera se cayó durante la ceremonia,mslg-spa,train
SIEMPRE BEBÉ EXPRESAR EX PRESAR,el bebé siempre es muy expresivo,mslg-spa,test
MI HERMANO YA NOVIO+MUJER SEPARAR SUYA,mi hermano terminó con su novia,mslg-spa,train
antier fui a un concierto de magneto en el palacio de los deportes,ANTIER PALACIO-DE-LOS-DEPORTES MAGNETO CANTAR AUDITORIO YO IR,spa-mslg,train
anoche el metro era un caos,AYER NOCHE METRO CAOS,spa-mslg,val
el papa reprendió a lso obispos en méxico,MÉXICO PAPA ÉL REGAÑAR OBISPO,spa-mslg,train
¿ ya cenaste ?,¿TÚ YA CENAR?,spa-mslg,train
-las lenguas más habladas son el chino el inglés y el español,"LENGUA MÁS HABLA CHINA, INGLATERRA, ESPAÑA",spa-mslg,train
¡CAFÉ CALIENTE!,¡el café está muy caliente,mslg-spa,train
YO NECESITAR ABSORBER PARA PAPEL AGUA,necesito papel para absorber el agua,mslg-spa,train
él hace muchísimo ejercicio para fortalecerse,ÉL EJERCER EJERCER FORTALECER,spa-mslg,train
la semana pasadala compré cinta canela,SEMANA PASADA CINTA CENTRO YO CANELA COMPRAR,spa-mslg,train
otras personas son voluntarias en la cruz roja,ALGUIEN ÉL AYUDAR MÍ,spa-mslg,train
LEY ROBAR PROHIBIR,la ley prohíbe robar,mslg-spa,train
el cachorro estará encima de la mesa,SPANISH TO MSLG: PERRO DEBAJO MESA,spa-mslg,train
VENTANA FILA GOBIERNO TRÁMITE ENTREGAR PAPEL DEBER PONER-SELLO,entrega el trámite en la ventanilla de gobierno deben poner un sello,mslg-spa,train
MI MAMÁ CATÓLICA,mi mamá es católica,mslg-spa,train
Y-ESO?,¿ y eso ?,mslg-spa,train
HOMBRE EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,train
CAJÓN HOJAS BLANCAS HAY,hay hojas blancas en el cajón,mslg-spa,val
MI PERRO SUMISO MOLESTAR,mi perro es sumiso no molesta,mslg-spa,train
mi amiga  su novio van esos sábados al casino,TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR,spa-mslg,train
mi hermana se casa el próximo jueves,PRÓXIMO-DOMINGO MI HERMANO+MUJER CASAR,spa-mslg,train
ayer fui a pasear y me senti muy bien,AYER YA PASEAR SENTIR BIEN,spa-mslg,train
la semana pasada mi papá cortó la hierba con la hoz,SEMANA PASADA PASTO MÍ PAPÁ HOZ CORTAR,spa-mslg,train
JUGUETE MI AHIJADO YO REGALAR ÉL YA,el regalé un juguete a mi ahijado,mslg-spa,val
tengo otro libro,OTRO LIBRO YO TENER,spa-mslg,train
ESA PERSONA COLMILLO TÚ CUIDAR,esa persona es astuta ten cuidado,mslg-spa,train
CUADERNO YO NECESITAR,necesito un cuaderno,mslg-spa,train
VACACIONES LUIS PANAMÁ IR,luis fue de vacaciones a panamá,mslg-spa,train
mi abuela tiene 90 años,MÍ ABUELO+MUJER 90 EDAD,spa-mslg,train
SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA,la semana pasada ped un aventón a la caseta,mslg-spa,train
AYER YO PASEAR SENTIR BIEN,ayer fui a pasear y me senti muy bien,mslg-spa,train
ya tengo trabajo estoy contento,YO TENER TRABAJO YA CONTENTO YO,spa-mslg,train
MAESTRA MATEMÁTICAS MUCHAS BROMAS,en la maestra de matemáticas dice muchas bromas,mslg-spa,train
no puedo decirlo debo aguantarme,YO DECIR NO-PODER YO DEBER AGUANTAR,spa-mslg,train
hay hojas blancas en un cajón,CAJÓN HOJAS BLANCAS HAY,spa-mslg,val
eso es muy suave parece algodón,ESE SUAVE PARECE ALGODÓN,spa-mslg,test
en nezahualcoyotl hay muchos cholos,NEZAHUALCÓYOTL MUCHO CHOLO,spa-mslg,train
ayer perdí mi liga,AYER YO PERDER MI LIGA,spa-mslg,train
YO M NO GUSTAR ARAA,a mí no me gustan las arañas,mslg-spa,train
mi jefe me pagó la mitad del sueldo,MI JEFE ÉL PAGAR MÍ SUELDO MITAD,spa-mslg,train
SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,el hijo de mi vecino siempre es muy desobediente,mslg-spa,train
SPANISH TO MSLG: PERRO DEBAJO MESA,el perro está debajo de la mesa,mslg-spa,train
cuando me acabo de bañar siempre me pongo desodorante,SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE,spa-mslg,train
AYER SUÉTER YO COMPRAR,ayer compré un suéter,mslg-spa,train
ella tiene una cara bonita,ELLA CARA BONITA,spa-mslg,train
me gusta el color gris,COLOR GRIS YO GUSTAR,spa-mslg,train
¡el café está muy caliente,¡CAFÉ CALIENTE!,spa-mslg,train
MI HERMANO+MUJER NO NACER TEXAS,mi hermana no nació en texas,mslg-spa,test
NOSOTROS ABRIR-HORNO PARA PASTEL,nosotros abrimos el horno para meter los pasteles,mslg-spa,train
el muchachito corteja a su novia,JOVEN HOMBRE CORTEJA ELLA SU NOVIO+MUJER,spa-mslg,train
QUIZÁ YO LLEGAR TARDE TRABAJO ELLOS PODER DESPEDIR,si llego tarde al trabajo me pueden despedir,mslg-spa,train
yo sé leer en idioma inglés,YO YA SABER LEER INGLÉS IDIOMA,spa-mslg,train
el campesino siembra maíz,CAMPESINO MAÍZ SEMBRAR,spa-mslg,train
DOMINGO IGLESIA YO IR CONFESAR YO,el domingo me iré a confesar a la iglesia,mslg-spa,val
el amigo de juana es árabe,JUANA SU AMIGO ÁRABE,spa-mslg,train
SPANISH TO MSLG: YO TENER TRABAJO YA CONTENTO,ya tengo trabajo estoy contento,mslg-spa,train
remar es un ejercicio que ayuda a la salud,EJERCER-REMAR AYUDA CUERPO SANO,spa-mslg,train
MI COMPAÑERO DENTRO TRABAJO INSISTIR DESEAR DESEAR FIESTA,mi compañero de trabajo insiste en hacer una fiesta,mslg-spa,train
SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA,la semana pasada ped un aventón a la caseta,mslg-spa,train
este juguete está barato,ESTE JUGUETE BARATO,spa-mslg,train
juana sepa lsm,JUANA LSM ELLA SABER,spa-mslg,val
SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE,el cuando me acabo de baar siempre me pongo desodorante,mslg-spa,train
HACE-PASADO CRISTÓBAL-COLÓN DESCUBRIR AMÉRICA,cristóbal colón descubrió américa hace años,mslg-spa,train
ALONDRA YA PROMETER SU MAMÁ FUTURO MÉDICO,alondra le prometió a su mamá ser médico,mslg-spa,train
DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,mi vecino va diario a alcohólicos anónimos,mslg-spa,train
AYER BANCO RETIRAR ROCÍO DINERO,rocío retiró dinero ayer en el banco,mslg-spa,train
SIEMPRE NIÑO SUEÑO,el nio siempre tiene sueo,mslg-spa,train
el nio siempre tiene sueo,SIEMPRE NIÑO SUEÑO,spa-mslg,train
mi ganó medalla de oro en el maratón,MARATÓN MI GANAR MEDALLA PRIMO YA ORO,spa-mslg,train
ayer compré un suéter,AYER SUÉTER YO COMPRAR,spa-mslg,train
maría ganó la lotería ahora es millonaria,MARÍA LOTERÍA GANAR AHORA MILLONARIA ELLA,spa-mslg,train
la semana pasada fui a plaza universidad,"SEMANA PASADA, YO IR PLAZA UNIVERSIDAD",spa-mslg,train
el nio siempre tiene sueo,SIEMPRE NIÑO SUEÑO,spa-mslg,train
YO DECIR NO-PODER YO DEBER AGUANTAR,no puedo decirlo debo aguantarme,mslg-spa,train
la construcción de la escuela ya está avanzada,ESCUELA CONSTRUCCIÓN YA AVANZADA,spa-mslg,train
AÑO-PASADO UNIVERSIDAD YO TERMINAR,el ao pasado terminé la universidad,mslg-spa,test
MI TÍO TENER CASA CUERNAVACA,mi tío tiene una casa en cuernavaca,mslg-spa,train
SUIZA DIFERENTE DIFERENTE IDIOMA HABLAR,en suiza se hablan diferentes idiomas,mslg-spa,train
el hijo de mi vecino siempre es muy desobediente,SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,spa-mslg,train
MADRUGADA EXPLOSIÓN YO ESCUCHAR,en la madrugada escuché una explosión,mslg-spa,train
PRÓXIMO-DOMINGO MI HERMANO+MUJER CASAR,mi hermana se casa el próximo domingo,mslg-spa,train
YO TENER TRABAJO YA CONTENTO YO,ya tengo trabajo estoy contento,mslg-spa,train
SIEMPRE BEBÉ EXPRESAR EXPRESAR,el bebé siempre es muy expresivo,mslg-spa,train
PULPO YO COMER DELICOSO YA,yo comí pulpo es delicioso,mslg-spa,train
no quiero nada,NADA YO NO-QUERER NADA,spa-mslg,test
el sapo se convirtió en príncipe,SAPO YA CONVERTIR PERSONA PRÍNCIPE,spa-mslg,test
YO M JEFE PAGAR M SUELDO MITAD,mi jefe me pagó la mitad del sueldo,mslg-spa,train
TU INE TÚ DEBER MOSTRAR PERMISO PASAR,debes mostrar tu ine para poder pasar,mslg-spa,val
GUERRERO ESTADO BONITO,guerrero es un estado bonito,mslg-spa,train
la próxima conferencia será en monterrey,PRÓXIMO CONFERENCIA LUGAR MONTERREY,spa-mslg,train
SPANISH TO MSLG: MESA PERRO DEBAJO,el perro estará debajo de la mesa,mslg-spa,train
rosalía trabaja en el archivo del hospital,ROSALÍA TRABAJAR ARCHIVO HOSPITAL,spa-mslg,val
ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,él desea conquistar a una mujer pero tiene miedo de que lo abandonen,mslg-spa,train
MI AMIGO ARGENTINA ANTROPOLOGÍA ELLOS ESTUDIAR YA,mis amigos argentinos estudiaron antropología,mslg-spa,train
ahora tú limpia tu recámara,AHORA TÚ RECÁMARA TÚ LIMPIAR,spa-mslg,train
YA ÉL ARRESTADO ESO FEO VERDAD,él fue arrestado qué feo,mslg-spa,train
YO MUCHO EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,val
YO NO-FUI VIDRIO ROMPER ROMPER,yo no fui el que rompió el vidrio,mslg-spa,train
DESIERTO DIFÍCIL VIVIR,vivir en el desierto es difícil,mslg-spa,train
CINTURÓN-DE-SEGURIDAD MI AUTO NO-HAY,mi auto no tiene cinturón de seguridad,mslg-spa,train
PRÓXIMO AÑO LUGAR LAGO-DE-PÁTZCUARO NOSOTROS VIAJAR,nosotros viajaremos el próximo año al lago de pátzcuaro,mslg-spa,test
yo sé leer en idioma inglés,YO YA SABER LEER INGLÉS IDIOMA,spa-mslg,train
las playas de baja california sur son muy limpias,BAJA-CALIFORNIA-SUR PLAYA DIFERENTES MUCHO LIMPIO,spa-mslg,train
la señora maría tiene una cocina,SEÑORA MARÍA TENER COCINA,spa-mslg,train
SAPO YA CONVERTIR PERSONA PRÍNCIPE,el sapo se convirtió en prncipe,mslg-spa,train
CUATRO CILINDRO MI CARRO USAR,mi carro usa cuatro cilindros,mslg-spa,train
DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,mi vecino va diario a alcohólicos anónimos,mslg-spa,train
LUZ BABY-SHOWER MAÑANA,mañana será el baby shower de luz,mslg-spa,train
mañana vamos a depositar el dinero en el bancos,MAÑANA YO DINERO DEPOSITAR BANCO,spa-mslg,train
ROPA NUEVA COMPRAR MODA-DE-ROPA YO YO,compraré ropa nueva yo estoy a la moda,mslg-spa,val
TÚ ENOJAR NO POR-FAVOR,no te enojes por favor,mslg-spa,val
ellos lo arrestaron,YA ELLOS ARRESTAR ÉL,spa-mslg,train
¿ qué te pasó ?,¿QUÉ-PASO?,spa-mslg,train
JUGUETE MI AHIJADO YO REGALAR ÉL YA,le regalé un juguete a mi ahijado,mslg-spa,train
eso es feo parece vulgar,ESO FEO PARECE VULGAR,spa-mslg,val
TODO-SÁBADO TODO-SÁBADO CEPAMEX RAÚL ENTRENAR,raúl entrena los sábados en cepamex,mslg-spa,train
SEXTO-PRIMARIA MI HIJO YA REPROBAR,mi hijo reprobó el sexto de primaria,mslg-spa,val
yo tuve suerte lo pude lograr,YO SUERTE LOGRAR YO PODER,spa-mslg,train
TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR,mi amiga y su novio van los sábados al casino,mslg-spa,train
EFECTIVO NINGÚN YO TRAER,no traigo efectivo,mslg-spa,train
FÁCIL APRENDER LETRA ABECEDARIO,el fácil aprender las letras del abecedario,mslg-spa,train
ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,él desea conquistar a una mujer pero tiene miedo de que lo abandonen,mslg-spa,train
AMETRALLADORA DIFERENTE YO NO-GUSTAR,a mí no me gustan las ametralladoras,mslg-spa,train
SIEMPRE MI DONAR FAMILIA DONAR TELETN,mi familia siempre dona a teletón,mslg-spa,val
CASA AMIGO DETRÁS MI CASA,la casa de mi amigo está detrás de la mía,mslg-spa,train
la semana pasada compré cinta canela en el centro,SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO,spa-mslg,train
LLOVER TARDE PARECE,al parecer va a llover en la tarde,mslg-spa,train
¿ le pusiste atención a tu maestra ?,¿TUYA MAESTRO+MUJER TÚ PONER-ATENCIÓN ELLA?,spa-mslg,val
HOY YO ARROZ COMER,hoy no comí arroz,mslg-spa,test
PIZZA OCHO ELLOS REBANAR,ellos rebanaron la pizza en ocho partes,mslg-spa,train
en la biblia está el nombre de adán,BIBLIA MUCHO ADN NOMBRE,spa-mslg,train
YO ESTUDIAR HASTA SECUNDARIA DESPUES TRABAJAR YO DESEAR,voy a estudiar hasta secundaria y después quiero trabajar,mslg-spa,train
yo no viajo contigo,YO VIAJAR CONTIGO,spa-mslg,test
PRÓXIMO CONFERENCIA LUGAR MONTERREY,la próxima conferencia será en monterrey,mslg-spa,train
el doctor anota la cita en la agenda,CITA DOCTOR ESCRIBIR ANOTAR-AGENDA,spa-mslg,train
CHIMENEA TÚ ENCENDERFUEGO,enciende la chimenea,mslg-spa,train
JABÓN BURBUJAS,el jabón hace burbujas,mslg-spa,train
¿Y-ESO?,¿ y eso ?,mslg-spa,train
MI HERMANO+MUJER SNORKELING ELLA PRACTICAR,mi hermana practica snorkeling,mslg-spa,train
la noche está muy oscura,NOCHE OSCURA,spa-mslg,train
la semana pasadala fuí a plaza universidad,"SEMANA PASADA, YO IR PLAZA UNIVERSIDAD",spa-mslg,train
PRÓXIMO VACACIONES CIUDAD-OBREGÓN YO VIAJAR,las próximas vacaciones iré de viaje a ciudad obregón,mslg-spa,train
alicia viajó a sudáfrica,ALICIA YA VIAJAR SUDÁFRICA,spa-mslg,train
los peces azules son mis favoritos,PEZ COLOR AZUL MI FAVORITO,spa-mslg,train
en la fábrica de sabritas busquen personal para trabajar,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,spa-mslg,train
YO QUERER APRENDER MUCHO COSA,yo quiero aprender muchas cosas,mslg-spa,train
SACAR-COPIA TÚ DEBER,debes sacar una copia,mslg-spa,train
en china hay sobrepoblación,CHINA HABER MUCHAS PERSONAS,spa-mslg,train
PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,las próximas vacaciones iré de viaje a ciudad obregón,mslg-spa,train
a mí no me gustan las arañas,YO M NO GUSTAR ARAA,spa-mslg,train
Y-ESO?,¿ y eso ?,mslg-spa,train
charles-michel de l’épée es el “padre de los sordos”,SPANISH TO MSLG: CHARLES-MICHEL DE L’ÉPÉE ES “PADRE DE LOS SORDOS”,spa-mslg,train
a mí sí me gusta jugar boliche,SÍ YO GUSTAR JUGAR BOLICHE,spa-mslg,train
esos colores de la bandera de irán son verde blanco y rojo,IRÁN BANDERA COLOR VERDE BLANCO ROJO,spa-mslg,train
SUIZA DIFERENTE DIFERENTE IDIOMA HABLAR,en suiza se hablan diferentes idiomas,mslg-spa,train
LUZ BABY-SHOWER MAÑANA,mañana será el baby shower de luz,mslg-spa,train
ESO BONITO YO GUSTAR SÍ,eso es muy bonito sí me gusta,mslg-spa,val
UNA-VEZ MAÑANA FIESTA CANTAR,mañana sólo cantaré una canción en la fiesta,mslg-spa,train
CITA DOCTOR ESCRIBIR ANOTAR-AGENDA,el doctor anota la cita en la agenda,mslg-spa,train
YO YA VISITAR MURAL DIEGO-RIVERA,visité el mural de diego rivera,mslg-spa,test
la semana pasada mi papá cortó la hierba con la hoz,SEMANA PASADA PASTO MÍ PAPÁ HOZ CORTAR,spa-mslg,train
josé aprende la lengua de italia,JOSÉ APRENDER IDIOMA ITALIA,spa-mslg,train
hoy compré en wal-mart una bomba de aire para mi papá,HOY WAL-MART BOMBA AIRE PARA MI PAPÁ YA YO COMPRAR,spa-mslg,train
TABLE-DANCE MUJER BIEN MESA BAILA,en el table dance esas mujeres bailan sobre la mesa,mslg-spa,train
mi cronómetro se perdió,MI CRONÓMETRO YA PERDER,spa-mslg,train
mi tío vive en guatemala,MI TÍO GUATEMALA VIVIR,spa-mslg,train
MI CRONÓMETRO YA PERDER,mi cronómetro se perdió,mslg-spa,train
taiwán es una isla,TAIWÁN ISLA,spa-mslg,train
SPANISH TO MSLG: LE JUGUETE MI AHIJADO REGALAR ÉL,le regalé un juguete a mi ahijado,mslg-spa,train
EDGAR FUTURO MAESTRO,edgar será maestro,mslg-spa,train
projectestás seguro de lo que dices ?,¿TÚ DECIR ESO SEGURO?,spa-mslg,train
YO NO GUSTAR ARAÑA,a mí no me gustan las arañas,mslg-spa,train
tu control de videojuego se descompuso la semana pasada,SEMANA PASADA TUYO CONTROL-DE-VIDEOJUEGO DESCOMPONERSE,spa-mslg,val
ADORNAR NAVIDAD MI ABUELO AYUDAR,mi abuelo ayuda a la colecta navideña,mslg-spa,test
pienso estudiar odontología,ODONTOLOGÍA YO PENSAR ESTUDIAR,spa-mslg,val
YO YA INGLÉS SABER LEER IDIOMA,yo sé leer en idioma inglés,mslg-spa,train
MADRUGADA EXPLOSIÓN YO ESCUCHAR,en la madrugada escuché una explosión,mslg-spa,train
te confundo a ti y a tu mamá porque se parecen,YO CONFUNDIR TI TU MAMÁ USTEDES-DEDOS PARECIDOS,spa-mslg,train
PRXIMO-DOMINGO MI CASAR HERMANO+MUJER,mi hermana se casa el próximo domingo,mslg-spa,train
es tu obligación pagar impuestos,IMPUESTOS PAGAR TUYO OBLIGACIÓN,spa-mslg,train
ELLA LLORAR PORQUE CEBOLLA PICAR,ella llora porque pica cebolla,mslg-spa,train
debes mostrar tu ine para poder pasar,TU INE TÚ DEBER MOSTRAR PARA PERMISO PASAR,spa-mslg,val
AHORITA NIÑO DIOS YA MECER,es hora de mecer al niño dios,mslg-spa,test
mi mamá cocina en la olla express caldo de pollo sabroso,YO MAM COCINA OLLA-EXPRÉS POLLO CALDO SABROSO,spa-mslg,train
el jueguete estará barato,ESTE JUGUETE BARATO,spa-mslg,train
SPANISH TO TRABAJAR ROSALA HOSPITAL MSLG: ARCHIVO,rosalía trabaja en el archivo del hospital,mslg-spa,train
mi hermana practica snorkell,SPANISH TO MSLG: MI HERMANO+MUJER SNORKELING ELLA PRACTICAR,spa-mslg,train
JOVEN HOMBRE DEPORTE RAFTING,el deportista de rafting es joven,mslg-spa,train
ese muchacho es muy buen corredor,ESE HOMBRE JOVEN BUEN CORREDOR,spa-mslg,train
en bélgica hay dos lenguas de señas: vgt y lsfb,"#VGT, #LSFB AMBOS SU LENGUA-DE-SEÑAS SU PAÍS BÉLGICA",spa-mslg,train
¡del susto se me escapó el alma,¡YO ASUSTAR ALMA DESAPARECER!,spa-mslg,train
YO NO GUSTAR ARAÑA,a mí no me gustan las arañas,mslg-spa,train
MI VECINO+MUJER SU HIJO+MUJER TENER AUTISMO,la hija de mi vecina tiene autismo,mslg-spa,train
mi jefe me pagó la mitad del sueldo,MI JEFE ÉL PAGAR MÍ SUELDO MITAD,spa-mslg,train
puedes llevar una mochila,MALETA TÚ PODER LLEVAR,spa-mslg,train
BAJA-CALIFORNIA-SUR PLAYA LIMPIO MUCHO DIFERENTES,las playas de baja california sur son muy limpias,mslg-spa,train
hoy es mi cumpleaños,HOY CUMPLEAÑOS MÍ,spa-mslg,test
